pid,gt_class_pct,gt_days_above10,gt_last30_ratio,gt_peak_ratio,gt_ratio,gt_topic,gt_trend,gt_zero_share,misc_birth_month,misc_birth_q,misc_born_usa,misc_prep,prog_prev_hit_rate,prog_prev_mean_war5,prog_prev_n,rsci_avg,rsci_best,rsci_chg,rsci_dev,rsci_frac_ranked,rsci_hs_height_in,rsci_hs_pos,rsci_hs_to_pro,rsci_n_ranked,rsci_n_services,rsci_prep_5th,rsci_range,rsci_rank,rsci_std,rsci_top100,rsci_total_norm,rsci_worst,rsci_years_to_draft,traj_d_ast36,traj_d_blk36,traj_d_fg,traj_d_fg3,traj_d_ft,traj_d_mpg,traj_d_pts36,traj_d_reb36,traj_d_stl36,traj_last_gp,traj_last_is_peak,traj_last_mpg,traj_last_pts36,traj_mpg_growth,traj_n_seasons,traj_path,traj_slope_mpg,traj_slope_pts36,traj_years_span,ts_coach_prev_hit_rate,ts_coach_prev_mean_war5,ts_coach_prev_n,ts_conf_champ,ts_in_ncaa,ts_ncaa_round,ts_win_pct,tv_adjoe,tv_adrtg,tv_age_exact,tv_ast_pct,tv_ast_tov,tv_birth_month,tv_bpm,tv_bpm_is_peak,tv_conf_tier,tv_d_adjoe,tv_d_adrtg,tv_d_ast_pct,tv_d_bpm,tv_d_efg,tv_d_ftr,tv_d_min_per,tv_d_ortg,tv_d_ts,tv_d_usg,tv_dbpm,tv_dgbpm,tv_dporpag,tv_drb,tv_drtg,tv_dunk_share,tv_dunks_pg,tv_efg,tv_first_bpm,tv_ftr,tv_gap,tv_gbpm,tv_gp,tv_home_intl,tv_home_state_code,tv_ht_growth,tv_jersey,tv_mates_best_bpm,tv_mates_bpm_sum,tv_mates_drafted,tv_mid_pct,tv_mid_share,tv_min_per,tv_mp,tv_obpm,tv_ogbpm,tv_orb,tv_ortg,tv_pfr,tv_porpag,tv_pts,tv_rec_rank,tv_rim_pct,tv_rim_share,tv_role,tv_seasons,tv_slope_bpm,tv_star_mate_minshare,tv_stops,tv_team_adjde,tv_team_adjoe,tv_team_barthag,tv_team_losses,tv_team_ncsos,tv_team_rank,tv_team_sos,tv_team_wins,tv_three_share,tv_to_pct,tv_ts,tv_usg,tv_yr,txt_athlete,txt_athlete_per1k,txt_breakout,txt_breakout_per1k,txt_character,txt_character_per1k,txt_defender,txt_defender_per1k,txt_exists,txt_hype,txt_hype_per1k,txt_injury,txt_injury_per1k,txt_left,txt_left_per1k,txt_national,txt_national_per1k,txt_nba_family,txt_nba_family_per1k,txt_negative,txt_negative_per1k,txt_playmaker,txt_playmaker_per1k,txt_positive,txt_positive_per1k,txt_prep,txt_prep_per1k,txt_pro_family,txt_pro_family_per1k,txt_projected_pick,txt_refs,txt_sections,txt_shooter,txt_shooter_per1k,txt_size,txt_size_bytes,txt_size_per1k,txt_tone,txt_transfer,txt_transfer_per1k,txt_words,wp_created_days_before,wp_editors_90d,wp_editors_pre,wp_exists,wp_revs_365d,wp_revs_90d,wp_revs_pre,wp_size_pre
Pb18185e9fe,0.593,0,0.0,0.01,0.001,0,1.0,0.989,12,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.608,0,0.0,0,0.0,0,0.0,1,1,4.608,0,0.0,0,0.0,7,32.258,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,2,6,0,0.0,2,2821,9.217,0.0,0,0.0,217,582,9,18,1,20,16,27,2821
P36f801ddc1,0.889,0,0.0,0.07,0.0254,0,0.672,0.836,10,4,1,0,0.25,3.032,4,,,,,,,,,,,,,,,,,,,1.034,-0.042,0.119,0.083,-0.08,10.8,3.934,0.243,-0.272,36.0,1,36.4,14.341,10.8,2,1,10.8,3.934,1,,,0,1,1,3,,124.335,89.1827,20.73,26.1,2.0,10,9.0697,1,3,22.314,-5.932,6.9,5.833,13.1,-5.2,30.0,18.7,9.6,2.4,2.64736,3.54111,4.79312,10.4,94.4082,0.018,0.028,56.9,3.23715,29.3,0,8.47545,36.0,0,9,0,0.0,5.86,23.63,0,0.4796,0.257,90.7,36.4167,6.42234,4.93434,1.6,117.2,1.8,4.92257,14.5,76.8,0.5877,0.298,2,2,5.833,0.79,239.198,92.42460039065082,113.59532756445361,0.914656611722765,7,0.6339675360030389,16.0,0.7087585209027171,29,0.445,17.9,59.97,21.8,2,0,0.0,0,0.0,0,0.0,4,6.873,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.718,6,10.309,6,10.309,0,0.0,0,0.0,,19,7,1,1.718,0,8466,0.0,0.5,1,1.718,582,132,20,34,1,83,27,83,8466
P84dee8d837,0.593,0,0.0,0.01,0.001,0,0.989,0.989,7,3,0,0,0.0,0.066,3,5.0,4.0,34.0,0.8,1.0,83,5,0,6,6,0,2.0,5,0.75,1,0.9615,6.0,1,,,,,,,,,,32.0,1,23.4,11.077,0.0,1,1,,,0,,,0,1,1,1,0.727,109.998,83.2887,19.94,5.4,0.57140248,7,9.67417,,3,,,,,,,,,,,7.64152,3.82124,3.54244,19.1,86.5013,0.256,0.906,57.1,,40.0,0,7.02873,32.0,0,21,,13.0,8.11,37.32,1,0.3261,0.263,56.1,23.4062,2.03264,3.2075,15.3,109.7,2.8,1.99486,7.2188,99.2,0.6589,0.737,8,1,,0.706,158.07,92.6809598126249,114.05640965906504,0.9157994584939356,9,0.35484089830135357,15.0,0.6268288634378982,24,0.0,16.9,55.46,18.0,1,1,1.764,0,0.0,1,1.764,0,0.0,1,1,1.764,0,0.0,0,0.0,3,5.291,0,0.0,0,0.0,0,0.0,1,1.764,0,0.0,0,0.0,,10,9,0,0.0,0,7188,0.0,0.25,0,0.0,567,410,23,40,1,79,52,90,7188
Pf825457ab4,0.0,0,0.0,0.0,0.0,0,1.0,1.0,3,1,1,0,0.333,4.766,3,,,,,,,,,,,,,,,,,,,0.272,0.098,0.019,0.091,-0.021,0.6,-0.368,0.862,0.198,38.0,0,34.8,15.0,4.1,3,1,2.05,-0.65,2,,,0,1,1,0,0.795,114.944,93.6923,21.28,12.9,1.30430586,3,4.41564,0,3,-0.927,-3.611,-1.0,1.56,1.8,-14.8,-0.5,1.5,0.02,-3.4,1.27803,1.24264,4.02784,14.5,99.6,0.259,0.541,50.4,6.04997,23.3,0,4.22289,37.0,0,9,1,10.0,11.14,42.9,4,0.3543,0.389,84.2,34.9459,3.1376,2.98025,0.8,104.9,2.2,3.56531,14.2432,68.0,0.7412,0.189,4,3,-0.817,0.876,214.122,95.25797202664288,122.57210197123123,0.9478105111224495,8,0.48358973222668594,6.0,0.7205328563561676,30,0.422,15.0,52.71,22.3,3,4,1.517,2,0.758,0,0.0,3,1.138,1,8,3.034,1,0.379,0,0.0,9,3.413,1,1.138,3,1.138,6,2.275,25,9.48,0,0.0,1,2.275,,112,10,26,9.86,0,48504,0.0,0.71,1,0.379,2637,850,17,54,1,129,56,264,48504
Pd6905b8ed2,0.0,0,0.0,0.0,0.0,0,1.0,1.0,9,3,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.448,1,0.724,0,0.0,7,5.069,1,12,8.689,1,0.724,0,0.0,2,1.448,0,0.0,2,1.448,2,1.448,16,11.586,0,0.0,0,0.0,,50,10,1,0.724,0,15505,0.0,0.667,1,1.448,1381,134,6,8,1,31,13,31,15505
Pdbcc4b2801,0.519,0,0.0,0.01,0.0005,0,0.989,0.994,11,4,1,0,,,0,,,,,,,,,,,,,,,,,,,0.099,0.012,-0.026,0.003,0.012,5.7,-0.4,-0.812,0.217,35.0,0,31.2,14.423,13.7,3,1,6.85,2.686,2,,,0,1,1,1,0.829,112.42,93.6456,21.63,22.4,1.40280001,11,4.11361,0,2,-4.878,0.535,3.7,-1.415,-6.9,5.7,13.6,-11.0,-5.34,2.8,1.19438,1.70871,3.6151,8.1,97.3769,0.179,0.229,51.6,0.888634,29.9,0,5.47522,35.0,0,5,0,21.0,7.25,23.29,1,0.405,0.355,77.5,31.2286,2.91923,3.7665,1.6,105.0,1.7,2.92387,12.5143,19.6,0.5536,0.164,2,3,1.612,0.83,174.245,92.56604638272998,108.21453504126305,0.8576885177131343,6,0.6362523832101001,39.0,0.6870149171214203,29,0.481,18.5,56.23,22.0,3,0,0.0,1,1.117,0,0.0,3,3.352,1,0,0.0,1,1.117,0,0.0,0,0.0,0,0.0,3,3.352,5,5.587,1,1.117,0,0.0,0,0.0,,14,5,6,6.704,0,10131,0.0,-0.286,0,0.0,895,542,5,11,1,14,8,20,10131
P6258e82584,1.0,4,0.0515,0.3,0.1236,0,1.047,0.339,11,4,1,0,0.333,4.766,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0.795,143.537,92.5082,20.62,37.4,3.11109036,11,11.1415,1,3,22.361,-3.976,8.3,6.063,2.0,-0.4,-3.0,14.8,2.44,2.0,1.64463,3.14354,4.22466,8.9,98.2568,0.086,0.237,52.9,5.07859,30.2,0,12.1922,38.0,0,35,-1,3.0,8.53,36.17,4,0.4431,0.452,87.6,35.3947,9.49684,9.04865,1.8,121.4,2.1,7.08947,18.5789,81.6,0.6381,0.193,1,2,6.063,0.842,235.865,95.25797202664288,122.57210197123123,0.9478105111224495,8,0.48358973222668594,6.0,0.7205328563561676,30,0.355,13.1,56.85,28.9,2,8,1.468,1,0.184,3,0.551,14,2.569,1,49,8.992,0,0.0,0,0.0,2,0.367,1,0.367,0,0.0,47,8.625,59,10.828,1,0.367,1,0.367,,249,14,11,2.019,0,98578,0.0,0.952,1,0.367,5449,557,43,70,1,329,191,491,98578
Pf22b67943e,0.79,0,0.0,0.03,0.0056,0,0.909,0.955,7,3,1,0,0.333,18.958,3,,24.0,5.0,,0.833,75,1,0,5,6,0,66.0,48,23.91,1,0.4858,90.0,3,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,0.743,117.389,96.7111,20.94,12.8,0.78480745,7,3.35322,1,3,15.277,6.245,-5.7,0.245,7.4,-18.1,14.7,8.6,5.17,2.7,0.167563,0.660486,3.44883,9.3,101.018,0.114,0.441,50.4,1.42935,31.5,0,3.93145,34.0,0,49,0,13.0,8.28,41.12,0,0.4046,0.325,79.1,33.0294,3.18565,3.27097,2.3,104.3,2.1,3.63072,14.7647,94.6,0.6429,0.347,3,3,0.962,0.692,169.089,94.68742187608837,114.0139349292199,0.8943536728392749,9,0.5201912064915563,21.0,0.7096823257411278,26,0.328,18.6,54.17,23.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2,2,1,2,2,2,3365
Pca1c024cab,0.914,0,0.0086,0.09,0.0392,0,0.682,0.712,5,2,1,0,0.167,0.416,6,,,,,,,,,,,,,,,,,,,-0.035,0.205,0.128,0.233,-0.004,1.7,2.678,0.84,0.901,36.0,1,28.4,17.239,10.4,3,1,5.2,1.22,2,,,0,1,1,3,0.806,134.043,81.5806,21.15,15.2,0.90244967,5,15.1479,1,3,17.265,-9.506,0.5,8.147,16.0,-7.0,3.7,15.9,12.56,-0.9,6.43356,5.68387,4.46297,14.0,85.8364,0.198,0.972,64.8,5.11928,42.8,0,14.2637,36.0,0,20,1,4.0,9.48,40.98,1,0.463,0.178,70.4,28.3611,8.71436,8.57981,11.7,122.7,3.5,4.76925,13.6389,73.0,0.6978,0.599,4,3,5.014,0.733,246.196,91.18560986783939,121.9866604160514,0.9659955522545118,7,0.4612828254780046,3.0,0.69483297829169,29,0.224,21.1,67.12,22.6,3,13,9.503,6,4.386,0,0.0,17,12.427,1,12,8.772,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.462,8,5.848,0,0.0,1,0.731,,25,10,13,9.503,0,15374,0.0,0.727,0,0.0,1368,445,29,66,1,144,50,149,15374
P2ad610b277,0.0,0,0.0,0.0,0.0,0,1.0,1.0,5,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,2,3.15,1,1,1.575,0,0.0,0,0.0,4,6.299,0,0.0,0,0.0,1,1.575,4,6.299,0,0.0,1,1.575,,15,6,2,3.15,0,8388,0.0,0.571,0,0.0,635,170,16,20,1,166,112,166,8388
P824176de50,0.0,0,0.0,0.0,0.0,0,1.0,1.0,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,1,1,2.874,0,0.0,0,0.0,19,54.598,0,0.0,0,0.0,0,0.0,1,2.874,0,0.0,1,2.874,,5,5,2,5.747,0,5302,0.0,0.25,0,0.0,348,338,4,19,1,51,25,51,5302
Pd2b56a96a1,0.593,0,0.0,0.01,0.001,0,0.989,0.989,8,3,1,0,0.0,-0.042,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.133,95.575,21.83,41.5,2.09014725,8,8.80545,1,3,9.762,1.46,3.6,1.817,-3.6,12.8,8.8,2.5,-1.99,4.5,0.0875693,1.54302,3.79553,9.6,99.797,0.029,0.111,51.4,6.9885,47.4,0,9.78364,36.0,0,,0,55.0,6.19,21.89,1,0.3492,0.249,86.3,34.7778,8.71788,8.24062,2.2,114.3,2.6,5.97887,19.7778,,0.6176,0.268,1,2,1.817,0.721,214.001,97.33798363040702,113.96426282071977,0.8597843124579653,14,0.5786542459903464,38.0,0.6687195096469689,22,0.483,18.6,57.42,30.6,4,1,3.185,0,0.0,0,0.0,0,0.0,1,8,25.478,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,12.739,5,15.924,0,0.0,0,0.0,,5,2,0,0.0,0,5653,0.0,0.625,0,0.0,314,221,2,4,1,13,7,13,5653
P9702e35c0a,0.519,0,0.0,0.01,0.0005,0,1.0,0.994,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,1,4.608,1,1,4.608,0,0.0,0,0.0,3,13.825,0,0.0,1,4.608,0,0.0,0,0.0,0,0.0,0,0.0,,2,5,0,0.0,0,3116,0.0,-0.25,0,0.0,217,73,4,4,1,13,13,13,3116
Pb10604e423,0.519,0,0.0,0.01,0.0005,0,0.989,0.994,10,4,0,0,0.5,8.474,14,53.0,35.0,-11.0,15.8,0.875,81,4,0,7,8,0,44.0,43,13.53,1,0.5086,79.0,4,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,0.784,130.837,82.7053,22.67,11.0,0.98037696,10,10.1006,1,3,9.481,-12.413,4.5,3.476,3.2,0.0,5.3,6.4,2.79,2.8,4.01491,3.8116,4.08705,17.4,85.8213,0.048,0.111,62.9,3.18204,16.0,0,10.4997,36.0,0,39,1,33.0,9.9,51.69,0,0.4474,0.239,64.3,26.4444,6.08569,6.68813,7.8,123.1,4.2,4.18365,12.2222,89.2,0.6988,0.261,7,4,2.421,0.79,184.686,87.13256503190462,116.88456513876855,0.96701609728026,8,0.6115247887416893,2.0,0.6722893328442521,29,0.5,15.9,64.29,21.3,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P591a253b3e,0.679,0,0.0,0.01,0.0015,0,0.978,0.983,,,1,0,0.0,0.223,5,45.0,27.0,-2.0,11.8,1.0,68,1,0,6,6,0,34.0,41,10.75,1,0.5576,61.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,4,11,1,180,26,180,34466
P5f6276e4dd,0.0,0,0.0,0.0,0.0,0,1.0,1.0,7,3,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,0.771,117.541,100.084,22.99,14.2,0.74155343,7,6.06116,0,2,8.587,7.435,-3.1,-1.534,-2.7,-0.7,11.2,-0.8,-0.11,5.8,2.24056,1.57803,3.14615,15.5,101.415,0.252,0.871,55.9,7.5954,37.3,0,7.10819,31.0,0,,0,11.0,0.46,-16.7,0,0.3373,0.24,83.5,33.5161,3.82061,5.53015,6.3,111.0,2.7,3.74103,16.0323,,0.7478,0.332,5,2,-1.534,0.816,220.934,105.6185807809035,103.96382749545421,0.4547244166282543,14,0.7777686340384642,185.0,0.542082386937951,17,0.428,21.0,61.02,24.0,4,0,0.0,0,0.0,0,0.0,0,0.0,1,4,15.625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,11.719,0,0.0,0,0.0,,4,2,0,0.0,0,4455,0.0,0.5,0,0.0,256,75,3,3,1,5,5,5,4455
P56b91ee390,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,-0.172,0.043,-0.034,-0.064,0.057,-9.58,-1.032,-0.191,-0.723,48.0,0,10.72,12.973,-4.38,3,0,-2.191,1.956,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,1,4,11.331,0,0.0,0,0.0,20,56.657,0,0.0,0,0.0,0,0.0,3,8.499,0,0.0,0,0.0,,4,8,3,8.499,0,4682,0.0,0.5,0,0.0,353,343,6,17,1,44,29,44,4682
P1497c83aba,0.0,0,0.0,0.0,0.0,0,1.0,1.0,3,1,1,0,0.0,-0.073,5,10.0,7.0,1.0,4.0,1.0,78,3,0,5,5,0,10.0,9,3.54,1,0.9098,17.0,2,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,0.861,104.889,94.2961,20.26,12.4,1.1896841,3,1.25123,0,2,-1.975,1.085,5.9,-1.515,-10.0,12.4,40.6,-2.1,-7.27,3.2,0.802966,0.290648,3.33062,11.0,97.3656,0.113,0.167,43.9,2.76586,29.5,0,1.4952,36.0,0,42,1,4.0,11.04,32.55,0,0.3767,0.582,72.8,29.3333,0.448267,1.20455,6.1,101.9,1.9,1.98575,11.6944,98.4,0.6338,0.185,5,2,-1.515,0.81,170.293,91.50128918153402,107.54085033935795,0.8649998851353313,5,0.5500806275431416,36.0,0.5753038162516116,31,0.232,14.4,48.21,21.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P24a562f4ba,0.0,0,0.0,0.0,0.0,0,1.0,1.0,3,1,1,0,0.571,18.799,7,57.0,27.0,5.0,25.7,0.875,78,4,0,7,8,0,70.0,56,21.21,1,0.4023,97.0,4,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,0.771,121.227,91.8232,22.28,16.8,1.23377266,3,8.20661,1,3,4.563,1.531,-1.8,1.847,-2.0,-15.8,1.7,3.1,-2.15,-1.0,2.7443,2.23048,4.0382,12.8,95.9089,0.171,0.343,54.1,1.6432,35.9,0,7.51301,35.0,0,5,1,44.0,8.98,32.75,2,0.4103,0.339,82.1,32.9714,5.46231,5.28252,6.6,113.7,2.6,4.10206,13.3714,91.8,0.6463,0.238,4,4,1.952,0.782,209.657,93.74512231584437,115.65536251931118,0.9179944106656212,8,0.5667838496011337,13.0,0.7015653001634983,27,0.423,18.7,57.94,21.4,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P15f2c20d7d,0.975,1,0.0086,0.12,0.0677,0,0.52,0.407,4,2,1,0,0.5,11.623,12,20.0,10.0,-2.0,6.9,0.875,81,4,0,7,8,0,22.0,14,6.72,1,0.8391,32.0,4,0.589,0.603,0.009,0.014,0.005,3.0,-0.332,-0.904,-0.24,23.0,0,28.9,16.069,22.4,4,1,7.3,3.285,3,,,0,0,1,4,0.833,128.862,88.7875,22.22,11.0,1.65219998,4,10.0128,1,3,0.794,-4.164,2.4,2.494,0.8,-18.0,-12.5,1.3,-1.03,-0.7,3.92295,3.41662,3.85256,14.3,94.8199,0.05,0.087,53.5,6.36173,40.1,0,9.89919,23.0,0,33,1,34.0,8.58,40.17,1,0.4432,0.417,46.1,28.8696,6.08987,6.48257,6.9,121.1,3.3,4.36943,12.8696,97.0,0.55,0.19,6,4,0.906,0.867,129.644,92.99488129859665,119.53518485220238,0.9472131762912119,6,0.6768336793339043,8.0,0.7298081569094976,30,0.393,9.7,58.64,20.8,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pa0a2c9503f,0.0,0,0.0,0.0,0.0,0,1.0,1.0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,0.461,-0.067,0.08,0.025,-0.028,4.0,-0.444,-0.857,-0.653,54.0,0,18.8,14.637,5.3,6,0,0.957,1.389,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,1,3,0,0.0,0,2836,0.0,0.0,0,0.0,128,181,4,9,1,34,6,34,2836
P05c9e8e43e,0.0,0,0.0,0.0,0.0,0,1.0,1.0,11,4,0,0,1.0,8.403,1,,,,,,,,,,,,,,,,,,,-0.092,0.0,-0.089,-0.067,0.23,17.7,-0.289,0.866,-0.756,31.0,0,30.7,10.788,17.7,2,1,17.7,-0.289,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1902,5,32,1,15,6,47,2361
P7d52184fb7,0.0,0,0.0,0.0,0.0,0,1.0,1.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,-0.623,,0.038,-0.033,0.0,13.6,-6.445,-0.287,,13.0,0,24.5,13.371,19.0,5,0,3.77,-0.026,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1732,1,23,1,8,2,32,2831
P15c3bdbcba,0.0,0,0.0,0.0,0.0,0,1.0,1.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,133.18,,0.215,-0.227,0.038,-16.51,,49.471,1780.204,0.594,,0.19,,-18.21,8,0,-0.791,-1.018,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,1,10,1,6,1,15,3422
Pe364fefd34,0.0,0,0.0,0.0,0.0,0,1.0,1.0,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,-0.148,-0.18,0.004,0.011,-0.113,-0.6,-1.927,-1.317,-0.167,31.0,0,18.1,11.934,13.5,6,0,2.366,1.089,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531,13,134,1,50,21,341,9283
Paf55ace901,0.0,0,0.0,0.0,0.0,0,1.0,1.0,9,3,0,0,,,,,,,,,,,,,,,,,,,,,,-3.352,,-0.615,,-0.206,9.2,3.469,,-2.565,10.0,1,13.0,15.785,9.2,2,0,9.2,3.469,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387,4,40,1,17,5,101,5539
P45450124ed,0.0,0,0.0,0.0,0.0,0,1.0,1.0,3,1,1,0,,,0,,,,,,,,,,,,,,,,,,,-0.544,0.085,0.092,0.054,0.011,5.8,3.052,0.166,0.42,33.0,1,33.4,19.617,3.8,4,1,1.44,0.32,3,,,0,1,1,1,0.788,120.704,95.6468,22.31,14.5,0.87950993,3,5.24877,0,2,1.193,-4.225,-1.7,-0.132,7.8,5.0,16.7,-2.8,8.08,3.5,0.631227,1.21805,3.66365,10.0,97.089,0.0,0.0,66.4,1.96142,18.8,0,7.2752,31.0,0,42,0,21.0,6.78,24.75,0,0.5375,0.209,83.5,33.5484,4.61754,6.05715,1.4,118.1,2.3,4.11126,18.3548,36.8,0.7473,0.238,3,4,0.992,0.765,186.714,97.41417788154678,110.34768864932737,0.8074679714155238,7,0.6278105140003378,58.0,0.4900496270130448,24,0.552,20.2,68.36,23.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,4,4,1,5,5,5,7317
P38145d33eb,0.0,0,0.0,0.0,0.0,0,1.0,1.0,7,3,0,0,0.0,0.366,3,,,,,,,,,,,,,,,,,,,0.587,-0.213,-0.001,-0.244,0.096,-1.3,2.7,-0.933,0.441,34.0,1,27.8,18.906,-1.6,4,1,-0.17,0.102,3,,,0,1,1,2,0.914,128.456,85.0703,23.98,11.3,0.88332291,7,7.99198,1,2,12.202,-3.045,1.8,1.65,-3.3,21.9,-3.0,4.9,0.71,3.6,3.53086,2.56316,4.06325,21.5,87.8192,0.224,1.059,51.3,5.11705,57.6,0,8.02768,34.0,0,,0,20.0,13.55,49.41,1,0.3738,0.318,69.4,27.7647,4.46113,5.46452,9.4,116.3,2.8,4.16315,14.5588,,0.6612,0.543,5,4,1.093,0.819,210.74,91.62939909201144,120.08612930694935,0.9573138253051714,3,0.6349116897412748,4.0,0.6074152726606719,31,0.139,14.7,57.67,26.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270,1,31,1,11,2,41,4034
P8d3cc27d9f,0.951,2,0.0034,0.11,0.061,0,0.568,0.588,2,1,1,0,,,0,,,,,,,,,,,,,,,,,,,-1.189,-0.016,0.045,0.055,-0.064,2.1,3.77,-0.313,-0.547,35.0,0,32.3,19.505,-4.2,4,1,-0.74,0.152,4,,,0,0,1,4,0.833,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,30.0,10.01,43.08,2,,,,,,,,,,,,,,,,,,0.867,,92.99488129859665,119.53518485220238,0.9472131762912119,6,0.6768336793339043,8.0,0.7298081569094976,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1581,15,132,1,89,55,267,8295
